id,link,brand,name,variant,price_reference,price_current,cpu,ram,ram_type,ssd,window,screen_size,color_gamut,resolution,weight,battery,screen_type,graphic,battery_time,w_per_h,wph1,wph2,market,convertible,sd_slot,tb_usb4,remark,last_update,sold_out
90.0,https://www.coupang.com/vp/products/8721859542,hp,"노트북 17, i3 1215u",1,430000,849800.0,i3 1215u,8,dual,1,1,17.3,3,3,238,41,ips,2,3.64,11.25,0.75,10.5,쿠팡,0,0,0.0,,2026-03-06 09:11,
88.0,https://www.coupang.com/vp/products/8648574647?itemId=25102068021&vendorItemId=92104783093,hp,"옴니북 3 14, i3 1315u",1,400000,570504.0,i3 1315u,8,dual,1,1,14.0,3,3,140,41,ips,3,4.32,9.5,0.0,9.5,쿠팡,0,0,0.0,,2026-03-06 09:20,
86.0,https://www.coupang.com/vp/products/8648574647?itemId=25102068022&vendorItemId=92104783099,hp,"옴니북 3 14, i3 1315u",1,480000,,i3 1315u,16,dual,2,1,14.0,3,3,140,41,ips,3,4.32,9.5,0.0,9.5,쿠팡,0,0,0.0,,a,1
51.0,https://www.coupang.com/vp/products/8785877887?itemId=25566791886&vendorItemId=92557979714,hp,"옴니북 3 15.6, r7 340",1,680000,1052100.0,r7 340,16,dual,1,1,15.6,3,3,170,41,ips,4,4.69,8.75,0.75,8.0,쿠팡,0,0,0.0,,2026-03-06 09:29,
51.0,https://www.coupang.com/vp/products/8785877887?itemId=25566791886&vendorItemId=92557979714,hp,"옴니북 3 15.6, r7 350",1,750000,1052100.0,r7 350,16,dual,1,1,15.6,3,3,170,41,ips,6,4.69,8.75,0.75,8.0,쿠팡,0,0,0.0,,2026-03-06 09:37,
65.0,https://www.coupang.com/vp/products/8847458166?itemId=25789395906&vendorItemId=92777182389,hp,"옴니북 5 16, r5 8540u",1,630000,,r5 8540u,16,onboard,2,1,16.0,3,5,179,59,ips,5,6.56,9.0,0.75,8.25,쿠팡,0,0,0.0,,a,1
45.0,https://www.coupang.com/vp/products/8847458161?itemId=25789395889&vendorItemId=92777182376,hp,"옴니북 5 16, r7 8840u",1,690000,1124000.0,r7 8840u,16,onboard,2,1,16.0,3,5,179,59,ips,7,6.56,9.0,0.75,8.25,쿠팡,0,0,0.0,,2026-03-06 09:46,
13.0,https://www.coupang.com/vp/products/8952675279?itemId=26188749438&vendorItemId=93168174673,hp,"옴니북 5 16, u7 255u",1,830000,1478390.0,u7 255u,32,onboard,2,1,16.0,3,5,177,59,ips,7,7.15,8.25,0.75,7.5,쿠팡,0,0,0.0,,2026-03-06 09:54,
76.0,https://www.coupang.com/vp/products/8740557641?itemId=25402248933&vendorItemId=92395806929,hp,"옴니북 5 nagi 16, r5 340",1,730000,1139050.0,r5 340,16,onboard,2,1,16.0,3,5,179,43,ips,4,4.91,8.75,0.75,8.0,쿠팡,0,0,0.0,,2026-03-06 10:03,
78.0,https://www.coupang.com/vp/products/8734683667,hp,"옴니북 7 에어로 13, r5 340",1,1000000,1799800.0,r5 340,16,onboard,2,1,13.3,6,7,99,43,ips,4,4.91,8.75,0.75,8.0,쿠팡,0,0,0.0,,2026-03-06 10:12,
62.0,https://www.coupang.com/vp/products/9126828332,hp,"옴니북 7 에어로 13, r5 8640u",1,870000,1342700.0,r5 8640u,16,onboard,1,0,13.3,6,5,99,43,ips,5,5.21,8.25,0.0,8.25,쿠팡,0,0,0.0,,2026-03-06 10:21,
53.0,https://www.coupang.com/vp/products/8743114968?itemId=25409271495&vendorItemId=92402704438,hp,"옴니북 7 에어로 13, r7 350",1,1250000,1698000.0,r7 350,32,onboard,2,1,13.0,6,6,99,43,ips,6,5.38,8.0,0.0,8.0,쿠팡,0,0,0.0,,2026-03-06 10:30,
59.0,https://www.coupang.com/vp/products/8721859355?itemId=25335208306&vendorItemId=92329958394,hp,"옴니북 x 플립 14, r7 340 ips",1,900000,,r5 340,16,onboard,2,1,14.0,3,5,141,59,ips,4,7.38,8.0,0.0,8.0,쿠팡,1,0,1.0,,a,1
60.0,https://www.coupang.com/vp/products/8688208941?itemId=25224312267&vendorItemId=92220619670,hp,"옴니북 x 플립 14, r7 340 oled",1,1200000,1809000.0,r5 340,16,onboard,2,1,14.0,8,8,141,59,oled,4,6.38,9.25,1.25,8.0,쿠팡,1,0,1.0,,2026-03-06 10:40,
55.0,https://www.coupang.com/vp/products/8688208941?itemId=25224312267&vendorItemId=92220619670,hp,"옴니북 x 플립 14, r7 350 oled",1,1430000,1809000.0,r7 350,32,onboard,4,1,14.0,8,8,141,59,oled,6,6.38,9.25,1.25,8.0,쿠팡,1,0,1.0,,2026-03-06 10:48,
23.0,https://www.coupang.com/vp/products/8847574516?itemId=25515379290&vendorItemId=92507314479,hp,"옴니북 x 플립 14, u5 226v ips",1,1000000,1590000.0,u5 226v,16,onboard,2,1,14.0,3,5,139,59,ips,6,9.83,6.0,0.0,6.0,쿠팡,1,0,1.0,,2026-03-06 10:57,
26.0,https://www.coupang.com/vp/products/8734831107,hp,"옴니북 x 플립 14, u5 226v oled",1,1300000,1291770.0,u5 226v,16,onboard,2,1,14.0,8,8,139,59,oled,6,8.14,7.25,1.25,6.0,쿠팡,1,0,1.0,,2026-03-06 11:06,
12.0,https://www.coupang.com/vp/products/8941646336?itemId=26149113277&vendorItemId=93129106561,hp,"옴니북 x 플립 14, u7 256v oled",1,1350000,1449140.0,u7 256v,32,onboard,2,1,14.0,8,8,139,59,oled,7,8.14,7.25,1.25,6.0,쿠팡,1,0,1.0,,2026-03-06 11:14,
2.0,https://www.coupang.com/vp/products/8771707549?itemId=25383774409&vendorItemId=92377682730,hp,"옴니북 x 플립 14, u7 258v ips",1,1200000,1699000.0,u7 258v,32,onboard,2,1,14.0,3,5,139,59,ips,7,9.83,6.0,0.0,6.0,쿠팡,1,0,1.0,,2026-03-06 11:23,
5.0,https://www.coupang.com/vp/products/8734831107,hp,"옴니북 x 플립 14, u7 258v oled",1,1500000,1291770.0,u7 258v,32,onboard,2,1,14.0,8,8,139,59,oled,7,8.14,7.25,1.25,6.0,쿠팡,1,0,1.0,,2026-03-06 11:32,
27.0,https://www.coupang.com/vp/products/8565613980?itemId=24810120311&vendorItemId=92229848441,hp,"옴니북 울트라 플립 14, u5 226v",1,1650000,2222270.0,u5 226v,16,onboard,4,1,14.0,8,8,135,64,oled,6,8.83,7.25,1.25,6.0,쿠팡,1,0,3.0,,2026-03-06 11:40,
1.0,https://www.coupang.com/vp/products/8500861707?itemId=24607850297&vendorItemId=91619213519,hp,"옴니북 울트라 플립 14, u9 288v",1,1900000,2129000.0,u9 288v,32,onboard,4,1,14.0,8,8,135,64,oled,7,8.83,7.25,1.25,6.0,쿠팡,1,0,3.0,,2026-03-06 11:49,
6.0,https://www.coupang.com/vp/products/8398992443?itemId=24277916398&vendorItemId=91294313138,hp,"옴니북 울트라 플립 14, u7 258v",1,1900000,1896249.0,u7 258v,32,onboard,4,1,14.0,8,8,135,64,oled,7,8.83,7.25,1.25,6.0,쿠팡,1,0,3.0,,2026-03-06 11:57,
71.0,https://www.coupang.com/vp/products/8678555728,hp ,"프로북 455 G10, r5 7530u",1,480000,759000.0,r5 7530u,8,single,2,0,15.6,3,3,177,51,ips,3,5.23,9.75,0.75,9.0,쿠팡,0,0,0.0,램 장착 권장,2026-03-06 12:06,
81.0,https://www.coupang.com/vp/products/9088545835,le,"V15 G4 AMN, r3 7320u",1,370000,499000.0,r3 7320u,16,onboard,1,0,15.6,3,3,163,47,ips,2,4.18,11.25,0.75,10.5,쿠팡,0,0,0.0,,2026-03-06 12:15,
72.0,https://www.coupang.com/vp/products/9115855420,le,"V15 G4 AMN, r5 7520u",1,400000,666680.0,r5 7520u,16,onboard,1,0,15.6,3,3,163,47,ips,2,4.18,11.25,0.75,10.5,쿠팡,0,0,0.0,,2026-03-06 12:23,
66.0,https://www.coupang.com/vp/products/8680039848?itemId=25197742104&vendorItemId=92194389018,le,"씽크북 14arp G7 R5, r5 7535hs",1,600000,,r5 7535hs,16,single,2,0,14.0,6,5,138,60,ips,4,6.32,9.5,0.0,9.5,쿠팡,0,0,0.0,,a,1
46.0,https://www.coupang.com/vp/products/8146665286?itemId=23167065497&vendorItemId=90199849499,le,"씽크북 14arp G7 R7, r7 7735hs",1,700000,933200.0,r7 7735hs,16,single,2,0,14.0,6,5,138,60,ips,5,6.32,9.5,0.0,9.5,쿠팡,0,0,0.0,,2026-03-06 12:32,
67.0,https://www.coupang.com/vp/products/8201783041,le,"씽크북 16arp G7 R5, r5 7535hs",1,650000,799000.0,r5 7535hs,16,single,2,1,16.0,6,5,180,70,ips,4,6.83,10.25,0.75,9.5,쿠팡,0,0,0.0,,2026-03-06 12:41,
47.0,https://www.coupang.com/vp/products/8201783016,le,"씽크북 16arp G7 R7, r7 7735hs",1,750000,1399800.0,r7 7735hs,16,single,2,0,16.0,6,5,180,70,ips,5,6.83,10.25,0.75,9.5,쿠팡,0,0,0.0,,2026-03-06 12:50,
34.0,https://www.coupang.com/vp/products/8710227957,le,"씽크북 16ial g8 u5 3K, u5 225h",1,1000000,1028200.0,u5 225h,16,single,2,0,16.0,6,8,170,71,ips,6,7.47,9.5,1.5,8.0,쿠팡,0,0,0.0,,2026-03-06 12:59,
35.0,https://www.coupang.com/vp/products/8760943054,le,"씽크북 16ial g8 u5 3K, u5 225h",1,1150000,1384930.0,u5 225h,32,single,4,0,16.0,6,8,170,71,ips,6,7.47,9.5,1.5,8.0,쿠팡,0,0,0.0,,2026-03-06 13:07,
63.0,https://www.coupang.com/vp/products/8730924757,le,"아이디어패드 슬림3 14ahp10 oled, r5 8640hs",1,650000,,r5 8640hs,8,single,1,0,14.0,8,5,133,60,oled,5,6.49,9.25,0.5,8.75,쿠팡,0,0,0.0,램 장착 권장,2026-03-06 13:17,
50.0,https://www.coupang.com/vp/products/8792314051?itemId=25592117166&vendorItemId=92582883311,le,"아이디어패드 슬림3 15ABR8, r7 5825u",1,580000,,r7 5825u,16,onboard,2,0,15.6,3,3,162,47,ips,3,4.82,9.75,0.75,9.0,쿠팡,0,0,0.0,,a,1
64.0,https://www.coupang.com/vp/products/8743086948,le,"아이디어패드 슬림3 15ahp10 oled, r5 8640hs",1,750000,735650.0,r5 8640hs,8,single,1,0,15.1,8,8,151,60,oled,5,5.58,10.75,2.0,8.75,쿠팡,0,0,0.0,램 장착 권장,2026-03-06 13:26,
69.0,https://www.coupang.com/vp/products/8789578488,le,"아이디어패드 슬림3 15arp10 oled, r5 7533hs",1,730000,,r5 7533hs,8,single,1,0,15.1,8,8,151,60,oled,4,5.22,11.5,2.0,9.5,쿠팡,0,0,0.0,램 장착 권장,2026-03-06 13:35,
70.0,https://www.coupang.com/vp/products/8789578488,le,"아이디어패드 슬림3 15arp10 oled, r5 7533hs",2,680000,797050.0,r5 7533hs,8,single,1,1,15.1,8,8,151,60,oled,4,5.22,11.5,2.0,9.5,쿠팡,0,0,0.0,램 장착 권장,2026-03-06 13:44,
68.0,https://www.coupang.com/vp/products/8700456792,le,"아이디어패드 슬림3 15arp10, r5 7533hs",1,550000,595990.0,r5 7533hs,8,single,1,0,15.3,3,5,163,60,ips,4,5.85,10.25,0.75,9.5,쿠팡,0,0,0.0,램 장착 권장,2026-03-06 13:52,
87.0,https://www.coupang.com/vp/products/8956936394?itemId=26207071340&vendorItemId=93186207320,le,"아이디어패드 슬림3 15iru8, i3 1315u",1,400000,,i3 1315u,8,onboard,2,0,15.6,3,3,162,45,ips,3,4.39,10.25,0.75,9.5,쿠팡,0,0,0.0,,2026-03-06 14:01,
77.0,https://www.coupang.com/vp/products/8849748058,le,"아이디어패드 슬림5 14akp10, r5 340",1,1050000,1392200.0,r5 340,24,dual,2,1,14.0,8,5,139,60,oled,4,7.06,8.5,0.5,8.0,쿠팡,0,0,0.0,,2026-03-06 14:10,
74.0,https://www.coupang.com/vp/products/8660625625,le,"아이디어패드 슬림5 14akp10, r5 350",1,1180000,1861500.0,r5 350,32,dual,2,1,14.0,8,5,139,60,oled,6,7.06,8.5,0.5,8.0,쿠팡,0,0,0.0,,2026-03-06 14:19,
33.0,https://www.coupang.com/vp/products/8898341424,le,"아이디어패드 슬림5 14iah10, u5 225h",1,1000000,1399800.0,u5 225h,24,dual,2,0,14.0,8,5,139,60,oled,6,7.06,8.5,0.5,8.0,쿠팡,0,0,0.0,,2026-03-06 14:28,
43.0,https://www.coupang.com/vp/products/7972993772,le,"아이디어패드 슬림5 14IMH, u5 125h",1,780000,1299000.0,u5 125h,16,dual,2,0,14.0,6,5,146,57,ips,6,6.51,8.75,0.0,8.75,쿠팡,0,0,0.0,,2026-03-06 14:36,
48.0,https://www.coupang.com/vp/products/8575125776,le,"아이디어패드 슬림5 15arp10, r7 7735hs",1,780000,1525800.0,r7 7735hs,16,dual,2,0,15.3,6,5,157,70,ips,5,6.83,10.25,0.75,9.5,쿠팡,0,0,0.0,,2026-03-06 14:45,
80.0,https://www.coupang.com/vp/products/8898526670,le,"아이디어패드 슬림5 16akp10, r5 340",1,1150000,1272470.0,r5 340,24,dual,2,0,16.0,9,8,169,60,oled,4,6.0,10.0,2.0,8.0,쿠팡,0,0,0.0,,2026-03-06 14:54,
58.0,https://www.coupang.com/vp/products/8670201542,le,"아이디어패드 슬림5 16akp10, r7 350",1,1280000,,r7 350,32,dual,2,1,16.0,9,8,169,60,oled,6,6.0,10.0,2.0,8.0,쿠팡,0,0,0.0,,2026-03-06 15:02,
41.0,https://www.coupang.com/vp/products/8883152949,le,"아이디어패드 슬림5 16iah10, u5 225h",1,1100000,1633300.0,u5 225h,24,dual,2,0,16.0,9,8,169,60,oled,6,6.0,10.0,2.0,8.0,쿠팡,0,0,0.0,,2026-03-06 15:11,
17.0,https://www.coupang.com/vp/products/8883267474,le,"아이디어패드 슬림5 16iah10, u7 255h",1,1220000,1349000.0,u7 255h,24,dual,2,0,16.0,9,8,169,60,oled,7,6.0,10.0,2.0,8.0,쿠팡,0,0,0.0,,2026-03-06 15:20,
75.0,https://www.coupang.com/vp/products/8847714479,le,"아이디어패드 슬림5 2in1 16akp10, r5 350",1,1250000,1327030.0,r5 350,16,onboard,2,1,16.0,9,7,190,57,oled,6,5.7,10.0,2.0,8.0,쿠팡,0,0,0.0,,2026-03-06 15:29,
56.0,https://www.coupang.com/vp/products/8883315581,le,"요가 7 2in1 14akp10, r7 350",1,1450000,,r7 350,32,onboard,2,1,14.0,8,8,138,70,oled,6,7.57,9.25,1.25,8.0,쿠팡,1,0,0.0,,2026-03-06 15:37,
20.0,https://www.coupang.com/vp/products/8673080963,le,"요가 7 2in1 14ill10, u5 228v",1,1650000,1523110.0,u5 228v,32,onboard,2,1,14.0,8,8,138,70,oled,6,9.66,7.25,1.25,6.0,쿠팡,1,0,0.0,,2026-03-06 15:46,
19.0,https://www.coupang.com/vp/products/8673080963,le,"요가 7 2in1 14ill10, u5 258v",1,1750000,,u5 258v,32,onboard,2,1,14.0,8,8,138,70,oled,7,9.66,7.25,1.25,6.0,쿠팡,1,0,0.0,,2026-03-06 15:55,
57.0,https://www.coupang.com/vp/products/8673103310,le,"요가 슬림7 14akp10, r7 350",1,1400000,1999800.0,r7 350,32,onboard,4,1,14.0,8,8,119,70,oled,6,7.57,9.25,1.25,8.0,쿠팡,0,0,0.0,,2026-03-06 16:05,
21.0,https://www.coupang.com/vp/products/8670590507,le,"요가 슬림7 14ill10, u5 228v",1,1550000,1539600.0,u5 228v,32,onboard,2,1,14.0,8,8,119,70,oled,6,9.66,7.25,1.25,6.0,쿠팡,0,0,0.0,,2026-03-06 16:13,
7.0,https://www.coupang.com/vp/products/8670590493,le,"요가 슬림7 14ill10, u7 258v",1,1650000,1716810.0,u7 258v,32,onboard,2,1,14.0,8,8,119,70,oled,7,9.66,7.25,1.25,6.0,쿠팡,0,0,0.0,,2026-03-06 16:22,
3.0,https://www.coupang.com/vp/products/8408971036,le,"요가 슬림7 15ill9, u7 258v",1,1750000,1880440.0,u7 258v,32,onboard,2,1,15.3,7,8,153,70,ips,7,9.33,7.5,1.5,6.0,쿠팡,0,0,0.0,,2026-03-06 16:31,
18.0,https://www.coupang.com/vp/products/7955896989?itemId=21980916755&vendorItemId=89028561695,le,"요가북  9i 13imu9, u7 155u",1,2500000,2249000.0,u7 155u,32,onboard,4,1,13.3,8,8,134,80,oled,4,8.42,9.5,1.25,8.25,쿠팡,1,0,3.0,,2026-03-06 16:39,
31.0,https://www.coupang.com/vp/products/8518435229?itemId=24662380297&vendorItemId=91672792964,lg,"그램 14, u5 225h",1,1300000,,u5 225h,16,onboard,1,1,14.0,6,5,112,72,ips,6,9.0,8.0,0.0,8.0,쿠팡,0,0,1.0,,a,1
36.0,https://www.coupang.com/vp/products/8518435273?itemId=24662380570&vendorItemId=91672793061,lg,"그램프로 16, u5 225h",1,1650000,,u5 225h,16,onboard,1,1,16.0,7,8,120,77,ips,6,8.11,9.5,1.5,8.0,쿠팡,0,0,2.0,블랙,a,1
37.0,https://www.coupang.com/vp/products/8518435238?itemId=24662380338&vendorItemId=91672792997,lg,"그램프로 16, u5 225h",2,1650000,1917408.0,u5 225h,16,onboard,1,1,16.0,7,8,120,77,ips,6,8.11,9.5,1.5,8.0,쿠팡,0,0,2.0,화이트,2026-03-06 16:48,
24.0,https://www.coupang.com/vp/products/8665643751?itemId=25151207734&vendorItemId=92149671495,lg,"그램프로 16, u5 226v",1,1700000,,u5 226v,16,onboard,1,1,16.0,7,8,120,77,ips,6,10.27,7.5,1.5,6.0,쿠팡,0,0,2.0,256GB,a,1
25.0,https://www.coupang.com/vp/products/8798723192?itemId=25617728073&vendorItemId=92608107963,lg,"그램프로 16, u5 226v",2,1700000,,u5 226v,16,onboard,2,1,16.0,7,8,120,77,ips,6,10.27,7.5,1.5,6.0,쿠팡,0,0,2.0,512GB,a,1
38.0,https://www.coupang.com/vp/products/8518435232?itemId=24662380325&vendorItemId=91672792975,lg,"그램프로 17, u5 225h",1,1750000,1859680.0,u5 225h,16,onboard,1,1,17.0,7,8,139,77,ips,6,8.11,9.5,1.5,8.0,쿠팡,0,0,2.0,,2026-03-06 16:57,
39.0,https://www.coupang.com/vp/products/8518435234?itemId=24662380327&vendorItemId=91672792982,lg,"그램프로 360 16, u5 225h",1,1650000,2070000.0,u5 225h,16,onboard,1,1,16.0,7,8,140,77,ips,6,8.11,9.5,1.5,8.0,쿠팡,1,0,2.0,,2026-03-06 17:06,
