id,link,brand,name,variant,sold_out,price_reference,price_current,discount_rate,cpu,ram,ram_type,ssd,window,screen_size,color_gamut,resolution,display,display_centered,weight,battery,screen_type,graphic,graphic_centered,battery_time,battery_time_centered,w_per_h,wph1,wph2,market,convertible,sd_slot,tb_usb4,remark,last_update
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-7.06,,,,,,,,,
