id,link,brand,name,variant,sold_out,price_reference,price_current,discount_rate,cpu,ram,ram_type,ssd,window,screen_size,color_gamut,resolution,display,display_centered,weight,weight_diff_pct,battery,screen_type,graphic,graphic_centered,battery_time,battery_time_centered,w_per_h,wph1,wph2,market,convertible,sd_slot,tb_usb4,remark,lasust_update,brand_score,price_score,budgetfit_score,size_score,weight_score,battery_score,graphic_score,display_score,ips_score,oled_score,window_score,overall_score
85.0,https://www.coupang.com/vp/products/8982838372?itemId=26302272690&vendorItemId=93279989300,asus,"ºñº¸ºÏ 16, i5 120u",1.0,,500000.0,555680.0,11.1,i5 120u,8.0,single,2.0,0.0,16.0,3.0,3.0,3.0,-3.2,188.0,8.871901784,42.0,ips,3.0,-2.27,4.1,-2.96,10.25,0.75,9.5,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-13.319999999999999,-5.0,5,-5.3231410704,-8.879999999999999,2.27,-9.600000000000001,0,0,0,20.1468589296
30.0,https://www.coupang.com/vp/products/8593723288?itemId=24917488765&vendorItemId=91923824133,asus,"ºñº¸ºÏ 16, u5 225h",1.0,,700000.0,891780.0,27.4,u5 225h,16.0,dual,2.0,1.0,16.0,3.0,5.0,4.0,-2.2,189.0,9.451007644,42.0,ips,6.0,0.73,4.8,-2.26,8.75,0.75,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-5.6706045864000005,-6.779999999999999,-0.73,-6.6000000000000005,0,0,0,11.219395413599997
61.0,https://www.coupang.com/vp/products/8620714025,asus,"ºñº¸ºÏ 18, r7 260",1.0,,900000.0,1039000.0,15.4,r7 260,16.0,onabord,2.0,0.0,18.4,6.0,6.0,6.0,-0.2,260.0,19.13926464,70.0,ips,6.0,0.73,7.37,0.31,9.5,0.75,8.75,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-18.48,-5.0,5,-10.0,0.9299999999999999,-0.73,-0.6000000000000001,0,0,0,26.119999999999997
82.0,https://www.coupang.com/vp/products/8814642136?itemId=25682243168&vendorItemId=92671562598,asus,"ºñº¸ºÏ s16, i5 13420h",1.0,,770000.0,908300.0,18.0,i5 13420h,16.0,single,2.0,1.0,16.0,8.0,5.0,6.5,0.3,170.0,-1.552003706,70.0,oled,2.0,-3.27,5.96,-1.1,11.75,1.25,10.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-21.599999999999998,-5.0,5,0.9312022236000002,-3.3000000000000003,3.27,0.8999999999999999,0,0,0,35.2012022236
52.0,https://www.coupang.com/vp/products/8941702848?itemId=26149371639&vendorItemId=93129360141,asus,"ºñº¸ºÏ s16, r7 350",1.0,,1100000.0,1125330.0,2.3,r7 350,16.0,single,2.0,1.0,16.0,8.0,5.0,6.5,0.3,170.0,-1.552003706,70.0,oled,6.0,0.73,7.57,0.51,9.25,1.25,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-2.76,-5.0,5,0.9312022236000002,1.53,-0.73,0.8999999999999999,0,0,0,54.8712022236
32.0,https://www.coupang.com/vp/products/8952483892?itemId=26187891331&vendorItemId=93167335508,asus,"ºñº¸ºÏ s16, u5 225h",1.0,,1030000.0,1225460.0,19.0,u5 225h,16.0,single,2.0,1.0,16.0,8.0,5.0,6.5,0.3,170.0,-1.552003706,70.0,oled,6.0,0.73,7.57,0.51,9.25,1.25,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-22.8,-5.0,5,0.9312022236000002,1.53,-0.73,0.8999999999999999,0,0,0,34.8312022236
44.0,https://www.coupang.com/vp/products/8399146047,asus,"ºñº¸ºÏs 14, r9 hx370",1.0,,1250000.0,1950400.0,56.0,r9 hx370,24.0,onabord,2.0,0.0,14.0,8.0,5.0,6.5,0.3,130.0,-3.503562945,75.0,oled,7.0,1.73,8.82,1.76,8.5,0.5,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,2.1021377670000003,5.28,-1.73,0.8999999999999999,0,0,0,37.552137767000005
15.0,https://www.coupang.com/vp/products/8539448432?itemId=24722655866&vendorItemId=91731863931,asus,"Á¨ºÏ 14, u7 255h",1.0,,1230000.0,1501030.0,22.0,u7 255h,16.0,onaboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,128.0,-4.988123515,75.0,oled,7.0,1.73,8.11,1.05,9.25,1.25,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,2.992874109,3.1500000000000004,-1.73,5.4,0,0,0,40.812874109
28.0,https://www.coupang.com/vp/products/8641568032,asus,"Á¨ºÏ s14, u5 226v",1.0,,1500000.0,2621490.0,74.8,u5 226v,16.0,onaboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,120.0,-10.9263658,72.0,oled,6.0,0.73,9.93,2.87,7.25,1.25,6.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,6.55581948,8.61,-0.73,5.4,0,0,0,50.83581948
29.0,https://www.coupang.com/vp/products/8410862361,asus,"Á¨ºÏ s14, u5 226v",2.0,,1500000.0,1745030.0,16.3,u5 226v,16.0,onaboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,120.0,-10.9263658,72.0,oled,6.0,0.73,9.93,2.87,7.25,1.25,6.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-19.56,-5.0,-5,6.55581948,8.61,-0.73,5.4,0,0,0,55.27581948
9.0,https://www.coupang.com/vp/products/8544270516,asus,"Á¨ºÏ s16, u7 258v",1.0,,1900000.0,2514066.0,32.3,u7 258v,32.0,onaboard,4.0,1.0,16.0,8.0,8.0,8.0,1.8,150.0,-13.13412092,78.0,oled,7.0,1.73,9.75,2.69,8.0,2.0,6.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,7.8804725520000005,8.07,-1.73,5.4,0,0,0,50.620472552
10.0,https://www.coupang.com/vp/products/8641990955,asus,"Á¨ºÏ s16, u7 258v",2.0,,1900000.0,2210030.0,16.3,u7 258v,32.0,onaboard,4.0,1.0,16.0,8.0,8.0,8.0,1.8,150.0,-13.13412092,78.0,oled,7.0,1.73,9.75,2.69,8.0,2.0,6.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-19.56,-5.0,5,7.8804725520000005,8.07,-1.73,5.4,0,0,0,55.060472552
84.0,https://www.coupang.com/vp/products/8620630703?itemId=25010066108&vendorItemId=92015050332,hp,"³ëÆ®ºÏ 14, i5 1334u",1.0,,400000.0,629000.0,57.2,i5 1334u,8.0,single,1.0,0.0,14.0,3.0,3.0,3.0,-3.2,140.0,3.919239905,41.0,ips,3.0,-2.27,4.32,-2.74,9.5,0.0,9.5,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-24.0,-5.0,-5,-2.3515439430000002,-8.22,2.27,-9.600000000000001,0,0,0,13.098456057
73.0,https://www.coupang.com/vp/products/8099175514,hp,"³ëÆ®ºÏ 15, r5 7430u",1.0,,420000.0,469300.0,11.7,r5 7430u,8.0,single,1.0,0.0,15.6,3.0,3.0,3.0,-3.2,159.0,-3.68773018,41.0,ips,3.0,-2.27,4.21,-2.85,9.75,0.75,9.0,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-14.04,-5.0,5,2.212638108,-8.55,2.27,-9.600000000000001,0,0,0,27.292638108
90.0,https://www.coupang.com/vp/products/8721859542,hp,"³ëÆ®ºÏ 17, i3 1215u",1.0,,430000.0,849800.0,97.6,i3 1215u,8.0,dual,1.0,1.0,17.3,3.0,3.0,3.0,-3.2,238.0,20.59547818,41.0,ips,2.0,-3.27,3.64,-3.42,11.25,0.75,10.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-10.0,-10.0,3.27,-9.600000000000001,0,0,0,4.670000000000002
88.0,https://www.coupang.com/vp/products/8648574647?itemId=25102068021&vendorItemId=92104783093,hp,"¿È´ÏºÏ 3 14, i3 1315u",1.0,,400000.0,570504.0,42.6,i3 1315u,8.0,dual,1.0,1.0,14.0,3.0,3.0,3.0,-3.2,140.0,3.919239905,41.0,ips,3.0,-2.27,4.32,-2.74,9.5,0.0,9.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-2.3515439430000002,-8.22,2.27,-9.600000000000001,0,0,0,13.098456057
51.0,https://www.coupang.com/vp/products/8785877887?itemId=25566791886&vendorItemId=92557979714,hp,"¿È´ÏºÏ 3 15.6, r7 340",1.0,,680000.0,998100.0,46.8,r7 340,16.0,dual,1.0,1.0,15.6,3.0,3.0,3.0,-3.2,170.0,2.975382826,41.0,ips,4.0,-1.27,4.69,-2.37,8.75,0.75,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-1.7852296956000002,-7.11,1.27,-9.600000000000001,0,0,0,13.7747703044
51.0,https://www.coupang.com/vp/products/8785877887?itemId=25566791886&vendorItemId=92557979714,hp,"¿È´ÏºÏ 3 15.6, r7 350",1.0,,750000.0,998100.0,33.1,r7 350,16.0,dual,1.0,1.0,15.6,3.0,3.0,3.0,-3.2,170.0,2.975382826,41.0,ips,6.0,0.73,4.69,-2.37,8.75,0.75,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-1.7852296956000002,-7.11,-0.73,-9.600000000000001,0,0,0,11.7747703044
45.0,https://www.coupang.com/vp/products/8847458161?itemId=25789395889&vendorItemId=92777182376,hp,"¿È´ÏºÏ 5 16, r7 8840u",1.0,,690000.0,1004000.0,45.5,r7 8840u,16.0,onboard,2.0,1.0,16.0,3.0,5.0,4.0,-2.2,179.0,3.659949039,59.0,ips,7.0,1.73,6.56,-0.5,9.0,0.75,8.25,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-2.1959694234000002,-1.5,-1.73,-6.6000000000000005,0,0,0,18.9740305766
13.0,https://www.coupang.com/vp/products/8952675279?itemId=26188749438&vendorItemId=93168174673,hp,"¿È´ÏºÏ 5 16, u7 255u",1.0,,830000.0,1849000.0,122.8,u7 255u,32.0,onboard,2.0,1.0,16.0,3.0,5.0,4.0,-2.2,177.0,2.501737318,59.0,ips,7.0,1.73,7.15,0.09,8.25,0.75,7.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-1.5010423908000001,0.27,-1.73,-6.6000000000000005,0,0,0,21.438957609200003
76.0,https://www.coupang.com/vp/products/8740557641?itemId=25402248933&vendorItemId=92395806929,hp,"¿È´ÏºÏ 5 nagi 16, r5 340",1.0,,730000.0,1139050.0,56.0,r5 340,16.0,onboard,2.0,1.0,16.0,3.0,5.0,4.0,-2.2,179.0,3.659949039,43.0,ips,4.0,-1.27,4.91,-2.15,8.75,0.75,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-2.1959694234000002,-6.449999999999999,1.27,-6.6000000000000005,0,0,0,17.024030576599998
78.0,https://www.coupang.com/vp/products/8734683667,hp,"¿È´ÏºÏ 7 ¿¡¾î·Î 13, r5 340",1.0,,1000000.0,1799800.0,80.0,r5 340,16.0,onboard,2.0,1.0,13.3,6.0,7.0,6.5,0.3,99.0,-18.47423292,43.0,ips,4.0,-1.27,4.91,-2.15,8.75,0.75,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,11.084539752,-6.449999999999999,1.27,0.8999999999999999,0,0,0,37.804539752
62.0,https://www.coupang.com/vp/products/9126828332,hp,"¿È´ÏºÏ 7 ¿¡¾î·Î 13, r5 8640u",1.0,,870000.0,1342700.0,54.3,r5 8640u,16.0,onboard,1.0,0.0,13.3,6.0,5.0,5.5,-0.7,99.0,-18.47423292,43.0,ips,5.0,-0.27,5.21,-1.85,8.25,0.0,8.25,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,11.084539752,-5.550000000000001,0.27,-2.0999999999999996,0,0,0,34.704539751999995
53.0,https://www.coupang.com/vp/products/8743114968?itemId=25409271495&vendorItemId=92402704438,hp,"¿È´ÏºÏ 7 ¿¡¾î·Î 13, r7 350",1.0,,1250000.0,1698000.0,35.8,r7 350,32.0,onboard,2.0,1.0,13.0,6.0,6.0,6.0,-0.2,99.0,-14.46345257,43.0,ips,6.0,0.73,5.38,-1.68,8.0,0.0,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,8.678071542,-5.04,-0.73,-0.6000000000000001,0,0,0,33.30807154199999
59.0,https://www.coupang.com/vp/products/8721859355?itemId=25335208306&vendorItemId=92329958394,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, r7 340 ips",1.0,,900000.0,1154570.0,28.3,r5 340,16.0,onboard,2.0,1.0,14.0,3.0,5.0,4.0,-2.2,141.0,4.66152019,59.0,ips,4.0,-1.27,7.38,0.32,8.0,0.0,8.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,-24.0,-5.0,-5,-2.7969121140000004,0.96,1.27,-6.6000000000000005,0,0,0,23.833087886
60.0,https://www.coupang.com/vp/products/8688208941?itemId=25224312267&vendorItemId=92220619670,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, r7 340 oled",1.0,,1200000.0,1659000.0,38.3,r5 340,16.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,141.0,4.66152019,59.0,oled,4.0,-1.27,6.38,-0.68,9.25,1.25,8.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,-24.0,-5.0,-5,-2.7969121140000004,-2.04,1.27,5.4,0,0,0,32.833087886
55.0,https://www.coupang.com/vp/products/8688208941?itemId=25224312267&vendorItemId=92220619670,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, r7 350 oled",1.0,,1430000.0,1659000.0,16.0,r7 350,32.0,onboard,4.0,1.0,14.0,8.0,8.0,8.0,1.8,141.0,4.66152019,59.0,oled,6.0,0.73,6.38,-0.68,9.25,1.25,8.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,-19.2,-5.0,-5,-2.7969121140000004,-2.04,-0.73,5.4,0,0,0,35.633087886
23.0,https://www.coupang.com/vp/products/8847574516?itemId=25515379290&vendorItemId=92507314479,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, u5 226v ips",1.0,,1000000.0,1590000.0,59.0,u5 226v,16.0,onboard,2.0,1.0,14.0,3.0,5.0,4.0,-2.2,139.0,3.17695962,59.0,ips,6.0,0.73,9.83,2.77,6.0,0.0,6.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,-24.0,-5.0,-5,-1.906175772,8.31,-0.73,-6.6000000000000005,0,0,0,30.073824227999996
26.0,https://www.coupang.com/vp/products/8734831107,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, u5 226v oled",1.0,,1300000.0,1291770.0,-0.6,u5 226v,16.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,139.0,3.17695962,59.0,oled,6.0,0.73,8.14,1.08,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,0.72,-5.0,-5,-1.906175772,3.24,-0.73,5.4,0,0,0,61.723824228
12.0,https://www.coupang.com/vp/products/8941646336?itemId=26149113277&vendorItemId=93129106561,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, u7 256v oled",1.0,,1350000.0,1234050.0,-8.6,u7 256v,32.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,139.0,3.17695962,59.0,oled,7.0,1.73,8.14,1.08,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,10.319999999999999,-5.0,-5,-1.906175772,3.24,-1.73,5.4,0,0,0,70.323824228
2.0,https://www.coupang.com/vp/products/8771707549?itemId=25383774409&vendorItemId=92377682730,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, u7 258v ips",1.0,,1200000.0,1699000.0,41.6,u7 258v,32.0,onboard,2.0,1.0,14.0,3.0,5.0,4.0,-2.2,139.0,3.17695962,59.0,ips,7.0,1.73,9.83,2.77,6.0,0.0,6.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,-24.0,-5.0,-5,-1.906175772,8.31,-1.73,-6.6000000000000005,0,0,0,29.073824227999996
5.0,https://www.coupang.com/vp/products/8734831107,hp,"¿È´ÏºÏ x ÇÃ¸³ 14, u7 258v oled",1.0,,1500000.0,1291770.0,-13.9,u7 258v,32.0,onboard,2.0,1.0,14.0,8.0,8.0,8.0,1.8,139.0,3.17695962,59.0,oled,7.0,1.73,8.14,1.08,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,1.0,,,0.0,16.68,-5.0,-5,-1.906175772,3.24,-1.73,5.4,0,0,0,76.68382422799999
27.0,https://www.coupang.com/vp/products/8565613980?itemId=24810120311&vendorItemId=92229848441,hp,"¿È´ÏºÏ ¿ïÆ®¶ó ÇÃ¸³ 14, u5 226v",1.0,,1650000.0,2222270.0,34.7,u5 226v,16.0,onboard,4.0,1.0,14.0,8.0,8.0,8.0,1.8,135.0,0.20783848,64.0,oled,6.0,0.73,8.83,1.77,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,3.0,,,0.0,-24.0,-5.0,-5,-0.124703088,5.3100000000000005,-0.73,5.4,0,0,0,40.855296912
1.0,https://www.coupang.com/vp/products/8500861707?itemId=24607850297&vendorItemId=91619213519,hp,"¿È´ÏºÏ ¿ïÆ®¶ó ÇÃ¸³ 14, u9 288v",1.0,,1900000.0,2129000.0,12.1,u9 288v,32.0,onboard,4.0,1.0,14.0,8.0,8.0,8.0,1.8,135.0,0.20783848,64.0,oled,7.0,1.73,8.83,1.77,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,3.0,,,0.0,-14.52,-5.0,-5,-0.124703088,5.3100000000000005,-1.73,5.4,0,0,0,49.335296912000004
6.0,https://www.coupang.com/vp/products/8398992443?itemId=24277916398&vendorItemId=91294313138,hp,"¿È´ÏºÏ ¿ïÆ®¶ó ÇÃ¸³ 14, u7 258v",1.0,,1900000.0,1896249.0,-0.2,u7 258v,32.0,onboard,4.0,1.0,14.0,8.0,8.0,8.0,1.8,135.0,0.20783848,64.0,oled,7.0,1.73,8.83,1.77,7.25,1.25,6.0,ÄíÆÎ,1.0,0.0,3.0,,,0.0,0.24,-5.0,-5,-0.124703088,5.3100000000000005,-1.73,5.4,0,0,0,64.095296912
71.0,https://www.coupang.com/vp/products/8678555728,hp,"ÇÁ·ÎºÏ 455 G10, r5 7530u",1.0,,480000.0,759000.0,58.1,r5 7530u,8.0,single,2.0,0.0,15.6,3.0,3.0,3.0,-3.2,177.0,7.215545648,51.0,ips,3.0,-2.27,5.23,-1.83,9.75,0.75,9.0,ÄíÆÎ,0.0,0.0,0.0,·¥ ÀåÂø ±ÇÀå,,0.0,-24.0,-5.0,5,-4.3293273888,-5.49,2.27,-9.600000000000001,0,0,0,13.850672611199997
81.0,https://www.coupang.com/vp/products/9088545835,lenovo,"V15 G4 AMN, r3 7320u",1.0,,370000.0,499000.0,34.9,r3 7320u,16.0,onboard,1.0,0.0,15.6,3.0,3.0,3.0,-3.2,163.0,-1.264779996,47.0,ips,2.0,-3.27,4.18,-2.88,11.25,0.75,10.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,0.7588679976,-8.64,3.27,-9.600000000000001,0,0,0,16.7888679976
72.0,https://www.coupang.com/vp/products/9115855420,lenovo,"V15 G4 AMN, r5 7520u",1.0,,400000.0,666350.0,66.6,r5 7520u,16.0,onboard,1.0,0.0,15.6,3.0,3.0,3.0,-3.2,163.0,-1.264779996,47.0,ips,2.0,-3.27,4.18,-2.88,11.25,0.75,10.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,0.7588679976,-8.64,3.27,-9.600000000000001,0,0,0,16.7888679976
46.0,https://www.coupang.com/vp/products/8146665286?itemId=23167065497&vendorItemId=90199849499,lenovo,"¾ÅÅ©ºÏ 14arp G7 R7, r7 7735hs",1.0,,700000.0,933200.0,33.3,r7 7735hs,16.0,single,2.0,0.0,14.0,6.0,5.0,5.5,-0.7,138.0,2.434679335,60.0,ips,5.0,-0.27,6.32,-0.74,9.5,0.0,9.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,-5,-1.460807601,-2.2199999999999998,0.27,-2.0999999999999996,0,0,0,25.489192399000004
67.0,https://www.coupang.com/vp/products/8201783041,lenovo,"¾ÅÅ©ºÏ 16arp G7 R5, r5 7535hs",1.0,,650000.0,799000.0,22.9,r5 7535hs,16.0,single,2.0,1.0,16.0,6.0,5.0,5.5,-0.7,180.0,4.239054899,70.0,ips,4.0,-1.27,6.83,-0.23,10.25,0.75,9.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-2.5434329394,-0.6900000000000001,1.27,-2.0999999999999996,0,0,0,26.936567060600005
47.0,https://www.coupang.com/vp/products/8201783016,lenovo,"¾ÅÅ©ºÏ 16arp G7 R7, r7 7735hs",1.0,,750000.0,1399800.0,86.6,r7 7735hs,16.0,single,2.0,0.0,16.0,6.0,5.0,5.5,-0.7,180.0,4.239054899,70.0,ips,5.0,-0.27,6.83,-0.23,10.25,0.75,9.5,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-24.0,-5.0,5,-2.5434329394,-0.6900000000000001,0.27,-2.0999999999999996,0,0,0,25.936567060600005
34.0,https://www.coupang.com/vp/products/8710227957,lenovo,"¾ÅÅ©ºÏ 16ial g8 u5 3K, u5 225h",1.0,,1000000.0,1028200.0,2.8,u5 225h,16.0,single,2.0,0.0,16.0,6.0,8.0,7.0,0.8,170.0,-1.552003706,71.0,ips,6.0,0.73,7.47,0.41,9.5,1.5,8.0,ÄíÆÎ,0.0,0.0,0.0,,,0.0,-3.36,-5.0,5,0.9312022236000002,1.23,-0.73,2.4000000000000004,0,0,0,55.4712022236
